[ 2947 ,  677 635 627] shixi 1
[   5 ,    1 128 917] shixi 196
[   5 ,    4  58   2] NODE  2 此时未收到状态调整信息
[   5 ,    4 786 400] [196 R] Node  2 收到本层数据包并传往上层 
[   5 ,    7  61 197] shixi 197
[   5 ,    7 761  12] [197 R] Node  2 收到本层数据包并传往上层 
[   5 ,   10 127 940] shixi 198
[   5 ,   13 303 997] [198 R] Node  2 收到本层数据包并传往上层 
[   5 ,   16 247 575] shixi 199
[   5 ,   18 679 110] [199 T] Node  2->  1  
[   5 ,   20 298 715] 时隙: 1-------------------------------------------------------------------------------
[   5 ,   21 954 322] shixi 200
[   5 ,   23 575 932] NODE  2 收到网管节点飞行状态信息
[   5 ,   24 962 385] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   5 ,   27  34 102] [200 T] Node  2->  1  
[   5 ,   29 139 925] shixi 201
[   5 ,   30 713 520] [201 R] Node  2 收到本层数据包并传往上层 
[   5 ,   32 119 670] shixi 202
[   5 ,   35 470 682] [202 R] Node  2 收到本层数据包并传往上层 
[   5 ,   37 565 272] shixi 203
[   5 ,   40 318 875] 时隙: 2-------------------------------------------------------------------------------
[   5 ,   43 253 617] NODE  2 发送飞行状态信息
[   5 ,   44 760 605] [203 T] Node  2->  1  
[   5 ,   47 303 200] shixi 204
[   5 ,   50 558 737] [204 R] Node  2 收到本层数据包并传往上层 
[   5 ,   52 765 140] shixi 205
[   5 ,   55 597 515] [205 R] Node  2 收到本层数据包并传往上层 
[   5 ,   57 627 257] shixi 206
[   5 ,   60 270 865] 时隙: 3-------------------------------------------------------------------------------
[   5 ,   61 152 847] [206 T] Node  2->  1  
[   5 ,   64 620 107] shixi 207
[   5 ,   68 571 377] [207 R] Node  2 收到本层数据包并传往上层 
[   5 ,   71 687 352] shixi 208
[   5 ,   73  79 537] shixi 209
[   5 ,   75 315 552] shixi 210
[   5 ,   77 746 432] shixi 211
[   5 ,   80 101 362] 时隙: 4-------------------------------------------------------------------------------
[   5 ,   80 741 670] shixi 212
[   5 ,   83 146 902] shixi 213
[   5 ,   85 610 927] shixi 214
[   5 ,   87 703 852] shixi 215
[   5 ,   90 266 707] shixi 216
[   5 ,   92 809 307] [216 R] Node  2 收到本层数据包并传往上层 
[   5 ,   94 695 712] shixi 217
[   5 ,   98 170 765] [217 R] Node  2 收到本层数据包并传往上层 
[   5 ,   99 612 862] shixi 218
[   5 ,  100 381 985] 时隙: 5-------------------------------------------------------------------------------
[   5 ,  102 797 107] [218 T] Node  2->  1  
[   5 ,  104 560 947] shixi 219
[   5 ,  105 214 100] [219 R] Node  2 收到本层数据包并传往上层 
[   5 ,  107 726 672] shixi 220
[   5 ,  110 735 510] [220 T] Node  2->  1  
[   5 ,  113  50 252] shixi 221
[   5 ,  115 203 967] [221 T] Node  2->  1  
[   5 ,  117 157 330] shixi 222
[   5 ,  117 819 747] [222 R] Node  2 收到本层数据包并传往上层 
[   5 ,  120 239 667] shixi 223
[   5 ,  120 909 112] 时隙: 6-------------------------------------------------------------------------------
[   5 ,  123 249 810] [223 R] Node  2 收到本层数据包并传往上层 
[   5 ,  126  26 395] shixi 224
[   5 ,  127 733 882] [224 R] Node  2 收到本层数据包并传往上层 
[   5 ,  129 607 527] shixi 225
[   5 ,  132 757  70] [225 T] Node  2->  1  
[   5 ,  135 116 940] shixi 226
[   5 ,  138 314 167] [226 T] Node  2->  1  
[   5 ,  140 293 405] 时隙: 7-------------------------------------------------------------------------------
[   5 ,  141 268 222] shixi 227
[   5 ,  142 928 935] [227 T] Node  2->  1  
[   5 ,  145 171 917] shixi 228
[   5 ,  147 818 152] shixi 229
[   5 ,  150 257  10] shixi 230
[   5 ,  152 668 867] shixi 231
[   5 ,  155  96 292] shixi 232
[   5 ,  157 749 120] shixi 233
[   5 ,  160 255  65] 时隙: 8-------------------------------------------------------------------------------
[   5 ,  162  80 125] shixi 234
[   5 ,  165 104 992] shixi 235
[   5 ,  167 771 682] shixi 236
[   5 ,  171  30 875] [236 T] Node  2->  1  
[   5 ,  172 799 530] shixi 237
[   5 ,  176  31  45] [237 R] Node  2 收到本层数据包并传往上层 
[   5 ,  177 864 965] shixi 238
[   5 ,  180 635 902] 时隙: 9-------------------------------------------------------------------------------
[   5 ,  180 817 945] [238 T] Node  2->  1  
[   5 ,  183 111 452] shixi 239
[   5 ,  185 227  95] [239 R] Node  2 收到本层数据包并传往上层 
[   5 ,  186 658 597] shixi 240
[   5 ,  187 593 670] [240 T] Node  2->  1  
[   5 ,  190 107 140] shixi 241
[   5 ,  192 754 870] [241 R] Node  2 收到本层数据包并传往上层 
[   5 ,  194 633  62] shixi 242
[   5 ,  198 105 422] [242 T] Node  2->  1  
[   5 ,  200 751 590] 时隙:10-------------------------------------------------------------------------------
[   5 ,  202 678 972] shixi 243
[   5 ,  205 601 292] [243 R] Node  2 收到本层数据包并传往上层 
[   5 ,  207 144 815] shixi 244
[   5 ,  208 149 792] [244 T] Node  2->  1  
[   5 ,  210 133 955] shixi 245
[   5 ,  213  76 800] [245 T] Node  2->  1  
[   5 ,  214 788 605] shixi 246
[   5 ,  217 720 542] [246 R] Node  2 收到本层数据包并传往上层 
[   5 ,  219 623 185] shixi 247
[   5 ,  220 274 395] 时隙:11-------------------------------------------------------------------------------
[   5 ,  222 785 572] [247 R] Node  2 收到本层数据包并传往上层 
[   5 ,  224 311 630] shixi 248
[   5 ,  225 536 250] shixi 249
[   5 ,  227 660 610] shixi 250
[   5 ,  230 120 512] shixi 251
[   5 ,  233   9 285] shixi 252
[   5 ,  235 133 747] shixi 253
[   5 ,  237 742 140] shixi 254
[   5 ,  240 590 602] 时隙:12-------------------------------------------------------------------------------
[   5 ,  241 472 512] shixi 255
[   5 ,  242 710 612] shixi 256
[   5 ,  245 753 695] [256 R] Node  2 收到本层数据包并传往上层 
[   5 ,  247 611 867] shixi 257
[   5 ,  250 633  47] [257 T] Node  2->  1  
[   5 ,  252 119 585] shixi 258
[   5 ,  253  71 732] [258 T] Node  2->  1  
[   5 ,  254 694 837] shixi 259
[   5 ,  258 686 825] [259 R] Node  2 收到本层数据包并传往上层 
[   5 ,  260  83 362] 时隙:13-------------------------------------------------------------------------------
[   5 ,  261 744  57] shixi 260
[   5 ,  263  64 125] [260 T] Node  2->  1  
[   5 ,  265 595 220] shixi 261
[   5 ,  267 772 477] [261 T] Node  2->  1  
[   5 ,  269 288 917] shixi 262
[   5 ,  270 661 142] [262 R] Node  2 收到本层数据包并传往上层 
[   5 ,  272 595 452] shixi 263
[   5 ,  276   8 275] [263 R] Node  2 收到本层数据包并传往上层 
[   5 ,  277 215 555] shixi 264
[   5 ,  280 240 730] 时隙:14-------------------------------------------------------------------------------
[   5 ,  281 202 725] [264 T] Node  2->  1  
[   5 ,  283  94 465] shixi 265
[   5 ,  285 598 742] [265 T] Node  2->  1  
[   5 ,  287 660 145] shixi 266
[   5 ,  290 661 880] [266 T] Node  2->  1  
[   5 ,  292 743 452] shixi 267
[   5 ,  295 551 167] [267 T] Node  2->  1  
[   5 ,  297 198 640] shixi 268
[   5 ,  300 122 842] 时隙:15-------------------------------------------------------------------------------
[   5 ,  300 936 147] shixi 269
[   5 ,  302 772 817] shixi 270
[   5 ,  305 534 662] shixi 271
[   5 ,  307 585 947] shixi 272
[   5 ,  310 283 872] shixi 273
[   5 ,  312 697 657] shixi 274
[   5 ,  315 270 665] shixi 275
[   5 ,  318  40  85] shixi 276
[   5 ,  320 225 665] 时隙:16-------------------------------------------------------------------------------
[   5 ,  321 280 305] [276 T] Node  2->  1  
[   5 ,  323  26 515] shixi 277
[   5 ,  325 533 510] [277 T] Node  2->  1  
[   5 ,  328 217 647] shixi 278
[   5 ,  333 237 832] [278 T] Node  2->  1  
[   5 ,  334 594 770] shixi 279
[   5 ,  337 811 150] [279 T] Node  2->  1  
[   5 ,  340  65 810] shixi 280
[   5 ,  340 962 397] 时隙:17-------------------------------------------------------------------------------
[   5 ,  343 233 322] [280 T] Node  2->  1  
[   5 ,  344 823 805] shixi 281
[   5 ,  347 718 517] [281 R] Node  2 收到本层数据包并传往上层 
[   5 ,  349 533 105] shixi 282
[   5 ,  351  27 570] [282 T] Node  2->  1  
[   5 ,  352 586 365] shixi 283
[   5 ,  355 586 217] [283 T] Node  2->  1  
[   5 ,  357 443 722] shixi 284
[   5 ,  360 224 985] 时隙:18-------------------------------------------------------------------------------
[   5 ,  361 609 922] [284 T] Node  2->  1  
[   5 ,  364 213 322] shixi 285
[   5 ,  365 801 917] [285 T] Node  2->  1  
[   5 ,  367  40 735] shixi 286
[   5 ,  368 178 547] [286 T] Node  2->  1  
[   5 ,  370 676 130] shixi 287
[   5 ,  373  37  72] [287 R] Node  2 收到本层数据包并传往上层 
[   5 ,  376  75 702] shixi 288
[   5 ,  377 590 495] shixi 289
[   5 ,  380 313 667] 时隙:19-------------------------------------------------------------------------------
[   5 ,  381 166 845] shixi 290
[   5 ,  382 629 930] shixi 291
[   5 ,  385 565 177] shixi 292
[   5 ,  387 663 982] shixi 293
[   5 ,  390 155 775] shixi 294
[   5 ,  392 672 242] shixi 295
[   5 ,  395 165 692] shixi 296
[   5 ,  398 127 787] [296 T] Node  2->  1  
[   5 ,  400 248 535] 时隙:20-------------------------------------------------------------------------------
[   5 ,  400 694 310] shixi 297
[   5 ,  403 216 982] [297 R] Node  2 收到本层数据包并传往上层 
[   5 ,  405 194 967] shixi 298
[   5 ,  414 758 712] [298 R] Node  2 收到本层数据包并传往上层 
[   5 ,  417 823 192] shixi 299
[   5 ,  420 531 997] 时隙:21-------------------------------------------------------------------------------
[   5 ,  421 743 905] [299 R] Node  2 收到本层数据包并传往上层 
[   5 ,  424 254 185] shixi 300
[   5 ,  426  38 335] [300 R] Node  2 收到本层数据包并传往上层 
[   5 ,  428 565 787] shixi 301
[   5 ,  430 726  12] [301 T] Node  2->  1  
[   5 ,  433 242 332] 本次发送合包
[   5 ,  438 675 222] shixi 302
[   5 ,  440 197 637] 时隙:22-------------------------------------------------------------------------------
[   5 ,  441 249 367] [302 R] Node  2 收到本层数据包并传往上层 
[   5 ,  443 661 427] shixi 303
[   5 ,  446 125 442] [303 T] Node  2->  1  
[   5 ,  448  68 165] shixi 304
[   5 ,  450 662 865] [304 T] Node  2->  1  
[   5 ,  452 422 617] shixi 305
[   5 ,  455  85 215] [305 R] Node  2 收到本层数据包并传往上层 
[   5 ,  457  22  55] shixi 306
[   5 ,  458 146 842] [306 R] Node  2 收到本层数据包并传往上层 
[   5 ,  459 722 960] shixi 307
[   5 ,  460 593 300] 时隙:23-------------------------------------------------------------------------------
[   5 ,  463 122 930] [307 R] Node  2 收到本层数据包并传往上层 
[   5 ,  464 320 920] shixi 308
[   5 ,  468  21 772] shixi 309
[   5 ,  470 122 222] shixi 310
[   5 ,  472 596 257] shixi 311
[   5 ,  475  73 157] shixi 312
[   5 ,  478  48  57] shixi 313
[   5 ,  480  79 262] 时隙:24-------------------------------------------------------------------------------
[   5 ,  480 692 125] shixi 314
[   5 ,  483  86 122] shixi 315
[   5 ,  485 507 535] shixi 316
[   5 ,  488  88 557] [316 T] Node  2->  1  
[   5 ,  490 274 182] shixi 317
[   5 ,  493 239 127] [317 T] Node  2->  1  
[   5 ,  495 207 885] shixi 318
[   5 ,  498 199 337] [318 T] Node  2->  1  
[   5 ,  500 276 870] 时隙:25-------------------------------------------------------------------------------
[   5 ,  502 600 557] shixi 319
[   5 ,  505 324 332] [319 T] Node  2->  1  
[   5 ,  507  48  55] shixi 320
[   5 ,  510 752 487] [320 T] Node  2->  1  
[   5 ,  513 105 230] shixi 321
[   5 ,  516 559 720] [321 T] Node  2->  1  
[   5 ,  518 163  52] shixi 322
[   5 ,  520 305  90] 时隙:26-------------------------------------------------------------------------------
[   5 ,  521 203 522] [322 T] Node  2->  1  
[   5 ,  523 731  90] NODE  2 此时未收到状态调整信息
[   5 ,  524 775 815] shixi 323
[   5 ,  528 551 227] [323 T] Node  2->  1  
[   5 ,  531 589  87] shixi 324
[   5 ,  533 285 555] [324 T] Node  2->  1  
[   5 ,  534 787 525] shixi 325
[   5 ,  538 541 640] [325 R] Node  2 收到本层数据包并传往上层 
[   5 ,  540 115 570] 时隙:27-------------------------------------------------------------------------------
[   5 ,  540 138 937] 网络层管控信息通告
[   5 ,  540 564 717] 网管信道队列业务为空
[   5 ,  542 289 720] shixi 326
[   5 ,  545 637 465] [326 R] Node  2 收到本层数据包并传往上层 
[   5 ,  547 806  40] shixi 327
[   5 ,  550 290 590] [327 T] Node  2->  1  
[   5 ,  551 940 252] shixi 328
[   5 ,  552 770 685] shixi 329
[   5 ,  555 107 985] shixi 330
[   5 ,  557 940 197] shixi 331
[   5 ,  560 210 435] 时隙:28-------------------------------------------------------------------------------
[   5 ,  560 722 132] shixi 332
[   5 ,  562 618 277] shixi 333
[   5 ,  565 441 980] shixi 334
[   5 ,  567 608 647] shixi 335
[   5 ,  570 245 165] shixi 336
[   5 ,  573 300 207] [336 T] Node  2->  1  
[   5 ,  576 548 935] shixi 337
[   5 ,  577 956 520] [337 T] Node  2->  1  
[   5 ,  580 659  17] 时隙:29-------------------------------------------------------------------------------
[   5 ,  581 817 615] shixi 338
[   5 ,  583 595 400] [338 T] Node  2->  1  
[   5 ,  585 806 265] shixi 339
[   5 ,  587 800 222] [339 R] Node  2 收到本层数据包并传往上层 
[   5 ,  590  76 352] shixi 340
[   5 ,  592 792 172] [340 T] Node  2->  1  
[   5 ,  595 222 582] shixi 341
[   5 ,  598  83 607] [341 R] Node  2 收到本层数据包并传往上层 
[   5 ,  600 265 730] 时隙:30-------------------------------------------------------------------------------
[   5 ,  601 136 287] shixi 342
[   5 ,  604 181 697] [342 R] Node  2 收到本层数据包并传往上层 
[   5 ,  607 445 545] shixi 343
[   5 ,  611  95  30] [343 T] Node  2->  1  
[   5 ,  612 237 172] shixi 344
[   5 ,  613  34 885] [344 R] Node  2 收到本层数据包并传往上层 
[   5 ,  614 504 455] shixi 345
[   5 ,  616 299 390] [345 R] Node  2 收到本层数据包并传往上层 
[   5 ,  619  96 657] shixi 346
[   5 ,  620 109 735] 时隙:31-------------------------------------------------------------------------------
[   5 ,  621 794 452] [346 R] Node  2 收到本层数据包并传往上层 
[   5 ,  624 579  75] shixi 347
[   5 ,  628 673 452] [347 R] Node  2 收到本层数据包并传往上层 
[   5 ,  631 625 702] shixi 348
[   5 ,  632 770 957] shixi 349
[   5 ,  635 400  10] shixi 350
[   5 ,  637 726 815] shixi 351
[   5 ,  640 538 817] 时隙:32-------------------------------------------------------------------------------
[   5 ,  641  52 277] shixi 352
[   5 ,  642 738 637] shixi 353
[   5 ,  645 176 285] shixi 354
[   5 ,  647 825 212] shixi 355
[   5 ,  650 226 972] shixi 356
[   5 ,  653  22 312] [356 R] Node  2 收到本层数据包并传往上层 
[   5 ,  655  46 415] shixi 357
[   5 ,  658 223 947] [357 T] Node  2->  1  
[   5 ,  659 738  72] shixi 358
[   5 ,  660 241 310] 时隙:33-------------------------------------------------------------------------------
[   5 ,  663 124 482] [358 T] Node  2->  1  
[   5 ,  665 109 787] shixi 359
[   5 ,  668 214 767] [359 T] Node  2->  1  
[   5 ,  670 815  70] shixi 360
[   5 ,  673 314 547] [360 T] Node  2->  1  
[   5 ,  675 750 777] shixi 361
[   5 ,  678 201  60] [361 T] Node  2->  1  
[   5 ,  680 455 810] 时隙:34-------------------------------------------------------------------------------
[   5 ,  681 292 887] shixi 362
[   5 ,  683 109 717] [362 T] Node  2->  1  
[   5 ,  685 483 155] shixi 363
[   5 ,  688 496 252] [363 R] Node  2 收到本层数据包并传往上层 
[   5 ,  690 767 195] shixi 364
[   5 ,  692 824 552] [364 T] Node  2->  1  
[   5 ,  694 398 350] shixi 365
[   5 ,  698  53 897] [365 R] Node  2 收到本层数据包并传往上层 
[   5 ,  699 948 900] shixi 366
[   5 ,  701  14 305] 时隙:35-------------------------------------------------------------------------------
[   5 ,  703  52 360] [366 T] Node  2->  1  
[   5 ,  704 804 232] shixi 367
[   5 ,  708 169 287] [367 T] Node  2->  1  
[   5 ,  710 720 670] shixi 368
[   5 ,  712 720 530] shixi 369
[   5 ,  715 290 592] shixi 370
[   5 ,  718  15 937] shixi 371
[   5 ,  720 101 640] 时隙:36-------------------------------------------------------------------------------
[   5 ,  720 278 335] shixi 372
[   5 ,  723 102 802] shixi 373
[   5 ,  725 227 347] shixi 374
[   5 ,  727 591 100] shixi 375
[   5 ,  730 268 760] shixi 376
[   5 ,  733 748 920] [376 T] Node  2->  1  
[   5 ,  736  60 485] shixi 377
[   5 ,  738 640  42] [377 T] Node  2->  1  
[   5 ,  740 703 995] 时隙:37-------------------------------------------------------------------------------
[   5 ,  741 810 487] shixi 378
[   5 ,  742 798 602] [378 T] Node  2->  1  
[   5 ,  744 201 200] shixi 379
[   5 ,  745 319 897] [379 R] Node  2 收到本层数据包并传往上层 
[   5 ,  746 550 585] shixi 380
[   5 ,  748 704 542] [380 T] Node  2->  1  
[   5 ,  751 188 515] shixi 381
[   5 ,  753 543 207] [381 T] Node  2->  1  
[   5 ,  756 118 365] shixi 382
[   5 ,  758 209 230] [382 T] Node  2->  1  
[   5 ,  760 391 690] 时隙:38-------------------------------------------------------------------------------
[   5 ,  761 139 747] shixi 383
[   5 ,  763  73 432] [383 T] Node  2->  1  
[   5 ,  765 124 942] shixi 384
[   5 ,  768  89 625] [384 R] Node  2 收到本层数据包并传往上层 
[   5 ,  769 705 835] shixi 385
[   5 ,  773 222 625] [385 R] Node  2 收到本层数据包并传往上层 
[   5 ,  774 657 630] shixi 386
[   5 ,  778 242 587] [386 R] Node  2 收到本层数据包并传往上层 
[   5 ,  780  65  42] 时隙:39-------------------------------------------------------------------------------
[   5 ,  781 322 172] shixi 387
[   5 ,  783 100 755] [387 T] Node  2->  1  
[   5 ,  785 396 415] shixi 388
[   5 ,  787 760 347] shixi 389
[   5 ,  790 239 447] shixi 390
[   5 ,  792 584 980] shixi 391
[   5 ,  795 239 810] shixi 392
[   5 ,  798  24 165] shixi 393
[   5 ,  800 530 422] 时隙:40-------------------------------------------------------------------------------
[   5 ,  801 325 740] shixi 394
[   5 ,  802 597 587] shixi 395
[   5 ,  805 238 885] shixi 396
[   5 ,  808 167 910] [396 T] Node  2->  1  
[   5 ,  810 282 477] shixi 397
[   5 ,  813 121 970] [397 R] Node  2 收到本层数据包并传往上层 
[   5 ,  814 605 100] shixi 398
[   5 ,  816 137 922] [398 T] Node  2->  1  
[   5 ,  817  43 365] shixi 399
[   5 ,  818  85 457] [399 T] Node  2->  1  
[   5 ,  819 739 537] shixi 0
[   5 ,  820 550 465] 时隙:41-------------------------------------------------------------------------------
[   5 ,  822 798 162] shixi 1
[   5 ,  825 201 857] [1 R] Node  2 收到本层数据包并传往上层 
[   5 ,  827 311 717] shixi 2
[   5 ,  830 306 515] [2 R] Node  2 收到本层数据包并传往上层 
[   5 ,  832 211 645] shixi 3
[   5 ,  835 717 995] [3 R] Node  2 收到本层数据包并传往上层 
[   5 ,  837 256 980] shixi 4
[   5 ,  840 281 400] 时隙:42-------------------------------------------------------------------------------
[   5 ,  841 180 132] [4 R] Node  2 收到本层数据包并传往上层 
[   5 ,  842 744 802] shixi 5
[   5 ,  845 989 582] [5 R] Node  2 收到本层数据包并传往上层 
[   5 ,  847 743 820] shixi 6
[   5 ,  850 267 515] [6 R] Node  2 收到本层数据包并传往上层 
[   5 ,  853 432 290] shixi 7
[   5 ,  855 491 415] [7 R] Node  2 收到本层数据包并传往上层 
[   5 ,  858  83 902] shixi 8
[   5 ,  860 241  17] 时隙:43-------------------------------------------------------------------------------
[   5 ,  861 614 610] [8 R] Node  2 收到本层数据包并传往上层 
[   5 ,  877 503 410] shixi 9
[   5 ,  880 555 525] 时隙:44-------------------------------------------------------------------------------
[   5 ,  882   4 620] [9 R] Node  2 收到本层数据包并传往上层 
[   5 ,  884 177 802] shixi 10
[   5 ,  885 113 207] shixi 11
[   5 ,  887 700 402] shixi 12
[   5 ,  890 467 407] shixi 13
[   5 ,  892 595 122] shixi 14
[   5 ,  895 318 170] shixi 15
[   5 ,  897 788 485] shixi 16
[   5 ,  900 408 460] 时隙:45-------------------------------------------------------------------------------
[   5 ,  901 560 270] [16 R] Node  2 收到本层数据包并传往上层 
[   5 ,  903 654   2] shixi 17
[   5 ,  905 222 627] shixi 18
[   5 ,  907 809 682] shixi 19
[   5 ,  910 533 697] shixi 20
[   5 ,  912 782 177] shixi 21
[   5 ,  915 153 135] shixi 22
[   5 ,  917 738 375] shixi 23
[   5 ,  920 239 120] 时隙:46-------------------------------------------------------------------------------
[   5 ,  920 798 625] shixi 24
[   5 ,  922 682 875] shixi 25
[   5 ,  925 581 182] shixi 26
[   5 ,  927 759 195] [26 T] Node  2->  1  
[   5 ,  930 601 927] 本次发送合包
[   5 ,  937 734 585] shixi 27
[   5 ,  940 703 250] 时隙:47-------------------------------------------------------------------------------
[   5 ,  941 965 405] [27 T] Node  2->  1  
[   5 ,  944  52 850] shixi 28
[   5 ,  945 519 587] shixi 29
[   5 ,  947 629 120] shixi 30
[   5 ,  950 189 127] shixi 31
[   5 ,  952 695 445] shixi 32
[   5 ,  960 285 330] 时隙:48-------------------------------------------------------------------------------
[   5 ,  961  71 595] shixi 33
[   5 ,  963  23 135] shixi 34
[   5 ,  965 112 780] shixi 35
[   5 ,  967 594 125] shixi 36
[   5 ,  970 628 577] [36 T] Node  2->  1  
[   5 ,  972 234 627] shixi 37
[   5 ,  972 962 965] [37 T] Node  2->  1  
[   5 ,  975 437 777] shixi 38
[   5 ,  978 554 442] [38 T] Node  2->  1  
[   5 ,  980 536 180] 时隙:49-------------------------------------------------------------------------------
[   5 ,  981 886 842] shixi 39
[   5 ,  986  94 547] [39 T] Node  2->  1  
[   5 ,  988 725 665] shixi 40
[   5 ,  990 731 882] [40 R] Node  2 收到本层数据包并传往上层 
[   5 ,  992 547 422] shixi 41
[   5 ,  995 759 335] [41 T] Node  2->  1  
[   5 ,  998 131 800] shixi 42
[   6 ,    0 232 452] 时隙: 0-------------------------------------------------------------------------------
[   6 ,    2 422 755] [42 R] Node  2 收到本层数据包并传往上层 
[   6 ,    6 657  12] shixi 43
当前频谱感知结果为:

[   6 ,   15 304  77] [43 R] Node  2 收到本层数据包并传往上层 
0100001111001110111001110011000110101100101010000100110001011001100000110010101101001000100111100010

0001111000000100011000011100010000010001011100010010000000000010110010100101000110110110010001001110

1010011100010001100010000001110101011011010111011111000001000101111010010110100111011100011100111000

1101011110001111100110011110001110101101101101111111010110010010000010101110100101011100110001101011

[   6 ,   21 587 600] shixi 44
1110011001101110000011110000001110010110110100110000110011011110010011001100111001001100000101000001

0

[   6 ,   23  72 365] [44 T] Node  2->  1  
[   6 ,   30 141 642] shixi 45
[   6 ,   32 563 482] NODE  2 此时未收到状态调整信息
[   6 ,   35 620  25] [45 T] Node  2->  1  
[   6 ,   38 669 547] shixi 46
[   6 ,   40  76 235] 时隙: 1-------------------------------------------------------------------------------
[   6 ,   41 100 845] [46 T] Node  2->  1  
[   6 ,   42 822 482] shixi 47
[   6 ,   44 661 757] NODE  2 收到网管节点飞行状态信息
[   6 ,   47 451 842] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   6 ,   51  20 532] [47 R] Node  2 收到本层数据包并传往上层 
[   6 ,   53 557 897] shixi 48
[   6 ,   55 253 467] shixi 49
[   6 ,   58  79 975] shixi 50
[   6 ,   60 574 810] 时隙: 2-------------------------------------------------------------------------------
[   6 ,   62 174 655] shixi 51
[   6 ,   64 319   7] NODE  2 发送飞行状态信息
[   6 ,   65 687 865] shixi 52
[   6 ,   67 590 182] shixi 53
[   6 ,   70 159 537] shixi 54
[   6 ,   72 587 882] shixi 55
[   6 ,   75  83  45] shixi 56
[   6 ,   78 120 465] [56 R] Node  2 收到本层数据包并传往上层 
[   6 ,   79 756 757] shixi 57
[   6 ,   80 564 382] 时隙: 3-------------------------------------------------------------------------------
[   6 ,   83  94 960] [57 T] Node  2->  1  
[   6 ,   85 704 470] shixi 58
[   6 ,   88  82 320] [58 R] Node  2 收到本层数据包并传往上层 
[   6 ,   90  65 700] shixi 59
[   6 ,   92 789 270] [59 T] Node  2->  1  
[   6 ,   95 285 130] shixi 60
[   6 ,   97 789 880] [60 R] Node  2 收到本层数据包并传往上层 
[   6 ,   99 455 700] shixi 61
[   6 ,  100 414 182] 时隙: 4-------------------------------------------------------------------------------
[   6 ,  101 639 317] [61 R] Node  2 收到本层数据包并传往上层 
[   6 ,  103 245 922] shixi 62
[   6 ,  105 745 642] [62 R] Node  2 收到本层数据包并传往上层 
[   6 ,  107 782 370] shixi 63
[   6 ,  110 635 405] [63 R] Node  2 收到本层数据包并传往上层 
[   6 ,  112 663  85] shixi 64
[   6 ,  115 780 670] [64 T] Node  2->  1  
[   6 ,  118  45 650] shixi 65
[   6 ,  120 519 802] 时隙: 5-------------------------------------------------------------------------------
[   6 ,  121 955 675] [65 R] Node  2 收到本层数据包并传往上层 
[   6 ,  124 633 715] shixi 66
[   6 ,  126  87 142] [66 T] Node  2->  1  
[   6 ,  128 144 297] shixi 67
[   6 ,  130 685 562] [67 T] Node  2->  1  
[   6 ,  133 525 220] shixi 68
[   6 ,  135 741 355] shixi 69
[   6 ,  137 771 122] shixi 70
[   6 ,  140 320 802] 时隙: 6-------------------------------------------------------------------------------
[   6 ,  141  18 877] shixi 71
[   6 ,  143  69 280] shixi 72
[   6 ,  145 702 237] shixi 73
[   6 ,  147 720 102] shixi 74
[   6 ,  150 593 917] shixi 75
[   6 ,  152 644 865] shixi 76
[   6 ,  155 279 767] [76 T] Node  2->  1  
[   6 ,  156 615 590] shixi 77
[   6 ,  158 170 100] [77 T] Node  2->  1  
[   6 ,  160 223 890] 时隙: 7-------------------------------------------------------------------------------
[   6 ,  161  85 475] shixi 78
[   6 ,  163 515 485] [78 T] Node  2->  1  
[   6 ,  166  47  60] shixi 79
[   6 ,  167 800 470] [79 R] Node  2 收到本层数据包并传往上层 
[   6 ,  169 929 357] shixi 80
[   6 ,  173 217 632] [80 R] Node  2 收到本层数据包并传往上层 
[   6 ,  175 544 840] shixi 81
[   6 ,  178 165 222] [81 R] Node  2 收到本层数据包并传往上层 
[   6 ,  179 733  82] shixi 82
[   6 ,  180 101 352] 时隙: 8-------------------------------------------------------------------------------
[   6 ,  183 661 177] [82 T] Node  2->  1  
[   6 ,  186  52 200] shixi 83
[   6 ,  187 983 342] [83 R] Node  2 收到本层数据包并传往上层 
[   6 ,  190 216   2] shixi 84
[   6 ,  193 279 475] [84 T] Node  2->  1  
[   6 ,  194 778 170] shixi 85
[   6 ,  198  71 367] [85 R] Node  2 收到本层数据包并传往上层 
[   6 ,  200 501 350] 时隙: 9-------------------------------------------------------------------------------
[   6 ,  201 546  85] shixi 86
[   6 ,  203 263 995] [86 T] Node  2->  1  
[   6 ,  204 603 777] shixi 87
[   6 ,  208 120 872] [87 R] Node  2 收到本层数据包并传往上层 
[   6 ,  210 681 452] shixi 88
[   6 ,  212 588 432] shixi 89
[   6 ,  215 195 350] shixi 90
[   6 ,  217 792 317] shixi 91
[   6 ,  220 252  92] 时隙:10-------------------------------------------------------------------------------
[   6 ,  221 125 847] shixi 92
[   6 ,  222 743  82] shixi 93
[   6 ,  225  72   5] shixi 94
[   6 ,  227 702  42] shixi 95
[   6 ,  230 110 692] shixi 96
[   6 ,  233 551 657] [96 T] Node  2->  1  
[   6 ,  235 289 697] shixi 97
[   6 ,  238 882 755] [97 T] Node  2->  1  
[   6 ,  240 235 767] 时隙:11-------------------------------------------------------------------------------
[   6 ,  241 301 257] shixi 98
[   6 ,  243 639 222] [98 R] Node  2 收到本层数据包并传往上层 
[   6 ,  245 299 177] shixi 99
